Date,AAPL,ACN,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANET,APH,AVGO,CDNS,CDW,CRM,CRWD,CSCO,CTSH,DDOG,DELL,ENPH,EPAM,FFIV,FICO,FSLR,FTNT,GDDY,GEN,GLW,HPE,HPQ,IBM,INTC,INTU,IT,JBL,KEYS,KLAC,LRCX,MCHP,MPWR,MSFT,MSI,MU,NOW,NTAP,NVDA,NXPI,ON,ORCL,PANW,PLTR,PTC,QCOM,ROP,SMCI,SNPS,STX,SWKS,TDY,TEL,TER,TRMB,TXN,TYL,VRSN,WDAY,WDC,ZBRA
2021-07-26,145.22825622558594,293.6327819824219,620.7999877929688,150.58938598632812,313.6199951171875,119.22000122070312,132.76783752441406,91.81999969482422,23.58562469482422,33.80830383300781,43.90229415893555,144.97000122070312,170.00686645507812,243.38926696777344,66.2074966430664,48.23299026489258,63.9035530090332,109.79000091552734,44.4122428894043,176.67999267578125,553.6900024414062,192.6199951171875,539.9400024414062,81.3499984741211,54.46799850463867,85.48999786376953,23.13352394104004,36.085845947265625,12.528349876403809,23.661537170410156,112.240478515625,49.699867248535156,510.3329162597656,263.20001220703125,56.55409240722656,159.97999572753906,30.28798484802246,60.791038513183594,62.675228118896484,398.18572998046875,277.4002990722656,209.8873748779297,74.40296173095703,116.83999633789062,70.10205078125,19.22749900817871,181.0964813232422,36.689998626708984,82.13309478759766,66.49833679199219,22.1299991607666,151.32000732421875,128.81689453125,474.4495544433594,3.5280001163482666,283.8900146484375,74.31920623779297,166.91049194335938,444.989990234375,128.3689727783203,124.96943664550781,83.2300033569336,164.2328338623047,494.3900146484375,219.62818908691406,238.61000061035156,48.35759353637695,545.3099975585938
2021-07-27,143.06434631347656,294.4704895019531,618.280029296875,149.3857421875,308.25,119.8499984741211,129.33554077148438,91.02999877929688,23.41437530517578,33.64104080200195,43.27595520019531,143.27000427246094,169.74473571777344,239.36878967285156,64.45999908447266,48.067779541015625,63.62742614746094,109.62000274658203,44.246498107910156,172.86000061035156,553.8499755859375,204.57000732421875,529.7899780273438,81.36000061035156,54.22800064086914,83.91999816894531,22.953357696533203,35.61125946044922,12.450211524963379,23.595067977905273,112.2247543334961,48.665794372558594,504.16241455078125,264.739990234375,55.98333740234375,158.83999633789062,29.372589111328125,59.101318359375,61.12847900390625,392.708740234375,274.9914855957031,208.92588806152344,72.37468719482422,116.45800018310547,69.57549285888672,19.14179229736328,177.52308654785156,35.81999969482422,82.07704162597656,66.25166320800781,21.68000030517578,143.60000610351562,126.50987243652344,477.8788146972656,3.496999979019165,281.1600036621094,73.38020324707031,162.90199279785156,441.510009765625,127.43395233154297,121.07608032226562,82.48999786376953,161.50230407714844,492.75,215.89480590820312,230.66000366210938,46.92048263549805,540.1799926757812
2021-07-28,141.31951904296875,291.1749267578125,620.9199829101562,150.7179718017578,313.1300048828125,119.13999938964844,131.55027770996094,97.93000030517578,23.565624237060547,33.82265090942383,43.484432220458984,144.58999633789062,168.82716369628906,239.8111572265625,65.8949966430664,47.62431335449219,64.23489379882812,111.44999694824219,44.149810791015625,181.4199981689453,552.9600219726562,202.97999572753906,527.4600219726562,83.4800033569336,54.3380012512207,84.98999786376953,22.764179229736328,35.892494201660156,12.554398536682129,23.65322494506836,111.45430755615234,48.565120697021484,504.34539794921875,262.1000061035156,56.91819763183594,160.14999389648438,29.997116088867188,60.27937316894531,61.99627685546875,415.6005554199219,274.6843566894531,208.76564025878906,73.6716079711914,116.66999816894531,69.79862976074219,19.435775756835938,181.48028564453125,37.060001373291016,81.4974365234375,66.57666778564453,22.559999465942383,145.25,127.86538696289062,473.0740051269531,3.571000099182129,283.69000244140625,74.60347747802734,166.2871551513672,456.07000732421875,131.396240234375,119.72274017333984,84.12000274658203,163.00279235839844,495.6700134277344,213.0085906982422,234.38999938964844,47.793277740478516,545.739990234375
2021-07-29,141.96286010742188,293.0528259277344,621.7000122070312,153.0149688720703,320.5,119.37999725341797,131.8283233642578,102.94999694824219,23.813125610351562,34.39137268066406,44.072540283203125,145.8000030517578,171.4393768310547,239.88978576660156,65.00749969482422,47.88517761230469,68.03614044189453,111.2300033569336,44.56418228149414,182.05999755859375,556.1400146484375,205.88999938964844,527.780029296875,83.73999786376953,54.84199905395508,84.2699966430664,22.178632736206055,36.753780364990234,12.632536888122559,23.91077995300293,111.5801010131836,49.14164352416992,506.6692199707031,263.2200012207031,58.00065994262695,161.7100067138672,30.36403465270996,58.820335388183594,63.41263198852539,424.33673095703125,274.9531555175781,210.93362426757812,75.16356658935547,117.28600311279297,70.51256561279297,19.594223022460938,186.6803436279297,38.61000061035156,81.91808319091797,66.5,22.18000030517578,133.02999877929688,135.54054260253906,476.45477294921875,3.734999895095825,285.5299987792969,75.12035369873047,170.26968383789062,448.94000244140625,135.3216094970703,123.22379302978516,85.48999786376953,165.60247802734375,491.3699951171875,212.81158447265625,235.25,48.500545501708984,548.0999755859375
2021-07-30,142.1773681640625,292.4361267089844,621.6300048828125,153.82354736328125,321.1300048828125,119.91999816894531,134.1580810546875,106.19000244140625,23.774375915527344,34.64468002319336,44.18998336791992,147.64999389648438,171.66407775878906,237.81568908691406,63.40250015258789,48.14604187011719,67.67718505859375,110.69999694824219,44.48591613769531,189.60000610351562,559.7999877929688,206.50999450683594,523.9099731445312,86.04000091552734,54.448001861572266,83.8499984741211,22.358802795410156,36.78893280029297,12.589127540588379,23.985549926757812,110.81753540039062,49.15994644165039,510.9691162109375,264.7300109863281,58.59111022949219,164.5500030517578,33.09503173828125,60.50815963745117,64.35236358642578,433.2080078125,273.42718505859375,211.06561279296875,75.6511459350586,117.5780029296875,71.03020477294922,19.431785583496094,188.6177520751953,39.060001373291016,81.46003723144531,66.50833129882812,21.709999084472656,135.4499969482422,134.47232055664062,475.9607849121094,3.803999900817871,287.989990234375,75.723388671875,159.7420196533203,452.7699890136719,136.525146484375,124.54773712158203,85.5,166.29164123535156,492.6400146484375,213.1366424560547,234.39999389648438,48.854183197021484,552.47998046875
2021-08-02,141.84588623046875,290.96319580078125,618.75,154.0072479248047,322.07000732421875,118.9000015258789,136.15223693847656,108.62999725341797,23.573749542236328,34.73548889160156,44.12443161010742,147.2899932861328,171.96368408203125,236.76385498046875,63.477500915527344,48.215599060058594,67.80604553222656,111.62999725341797,44.33397674560547,183.11000061035156,558.4000244140625,206.6199951171875,526.0499877929688,88.2699966430664,56.92399978637695,85.0,22.160619735717773,36.12099838256836,12.5804443359375,24.209869384765625,111.17916107177734,49.12335205078125,508.597412109375,264.9700012207031,58.18763732910156,164.91000366210938,32.881141662597656,60.92488479614258,65.19322204589844,438.2222595214844,273.3408203125,211.07501220703125,75.70963287353516,116.93399810791016,71.51213073730469,19.681922912597656,190.98472595214844,43.63999938964844,81.89006042480469,66.72000122070312,22.100000381469727,131.07000732421875,133.6284637451172,473.0642395019531,3.746000051498413,287.6099853515625,76.24028015136719,162.18341064453125,452.8500061035156,137.47866821289062,124.56733703613281,85.30999755859375,166.3788604736328,491.739990234375,213.2056121826172,233.64999389648438,48.67360305786133,550.969970703125
2021-08-03,143.63941955566406,293.2093505859375,621.280029296875,154.98117065429688,327.6099853515625,119.81999969482422,136.2960662841797,112.55999755859375,23.6981258392334,35.28510284423828,44.3165283203125,149.85000610351562,173.48040771484375,237.02928161621094,63.584999084472656,48.91122817993164,68.9381332397461,114.68000030517578,45.319278717041016,192.6199951171875,571.2100219726562,212.9499969482422,513.6099853515625,92.33999633789062,59.551998138427734,84.05000305175781,22.070533752441406,36.6483154296875,12.89300537109375,24.53388786315918,113.26248931884766,49.47108459472656,511.1714782714844,293.6700134277344,59.05360794067383,166.7100067138672,32.97429275512695,61.27800750732422,66.01603698730469,440.2279968261719,275.54815673828125,212.07420349121094,78.8495864868164,116.93199920654297,72.94005584716797,19.746702194213867,192.40127563476562,45.380001068115234,83.89054870605469,66.38833618164062,22.239999771118164,132.41000366210938,132.8115997314453,476.8810119628906,3.7880001068115234,289.20001220703125,77.8943099975586,162.92803955078125,454.3900146484375,138.3118896484375,124.29277038574219,85.80999755859375,165.1750030517578,490.8399963378906,212.54562377929688,235.36000061035156,49.76459884643555,546.739990234375
2021-08-04,143.2397918701172,291.5984191894531,625.6799926757812,158.5644989013672,329.0899963378906,112.41000366210938,136.871337890625,118.7699966430664,23.88249969482422,35.15127944946289,44.40847396850586,151.0800018310547,176.24241638183594,240.01760864257812,66.05249786376953,48.42428970336914,67.7048110961914,114.93000030517578,44.8404426574707,193.92999267578125,569.0800170898438,212.0800018310547,501.30999755859375,92.20999908447266,60.80400085449219,83.5,21.818296432495117,36.55164337158203,12.728041648864746,24.151710510253906,112.23262786865234,49.324668884277344,516.8407592773438,289.8800048828125,57.99082565307617,167.07000732421875,33.63114547729492,61.68240737915039,66.32630920410156,449.76458740234375,274.9625549316406,209.9816131591797,79.9417495727539,118.69400024414062,72.61875915527344,20.204116821289062,194.1376495361328,45.66999816894531,84.18033599853516,67.22166442871094,22.299999237060547,135.3000030517578,133.05397033691406,474.7691955566406,3.7799999713897705,291.489990234375,76.94667053222656,161.71597290039062,453.3900146484375,137.8860321044922,125.43035125732422,86.7300033569336,167.82704162597656,489.2200012207031,210.68386840820312,232.22999572753906,48.8617057800293,560.0
2021-08-05,143.34703063964844,294.8571472167969,632.0800170898438,156.129638671875,328.82000732421875,113.37999725341797,136.40155029296875,112.3499984741211,23.787500381469727,35.213409423828125,44.396636962890625,151.75999450683594,178.47073364257812,246.2989044189453,66.40499877929688,48.485164642333984,67.55752563476562,132.47000122070312,45.27785110473633,183.4499969482422,589.6599731445312,211.3800048828125,487.0,91.62000274658203,60.00400161743164,73.12000274658203,21.611106872558594,35.93643569946289,12.754087448120117,24.284643173217773,112.240478515625,49.635982513427734,518.7208862304688,295.2300109863281,58.04987335205078,166.39999389648438,33.62258529663086,61.29130554199219,67.34698486328125,446.9200439453125,277.8514099121094,209.51028442382812,79.46393585205078,119.0999984741211,72.71693420410156,20.565866470336914,194.56719970703125,44.81999969482422,83.60076904296875,67.27333068847656,22.520000457763672,135.5500030517578,131.80616760253906,474.48834228515625,3.859999895095825,293.20001220703125,78.30781555175781,160.85015869140625,454.25,137.49716186523438,124.13584899902344,89.41999816894531,168.50746154785156,493.989990234375,211.6590576171875,236.0,50.46434783935547,569.219970703125
2021-08-06,142.66368103027344,296.2563171386719,631.3800048828125,157.23219299316406,332.7699890136719,114.56999969482422,136.76580810546875,110.11000061035156,23.600000381469727,35.18951416015625,44.192718505859375,151.07000732421875,177.93701171875,246.32839965820312,65.18499755859375,48.337337493896484,67.18938446044922,131.9199981689453,45.36993408203125,179.74000549316406,598.02001953125,211.44000244140625,477.6099853515625,93.1500015258789,60.736000061035156,71.58999633789062,21.611106872558594,35.962799072265625,12.91036605834961,24.359420776367188,113.27820587158203,49.66361618041992,515.1343383789062,292.8800048828125,58.719032287597656,166.60000610351562,33.58835983276367,61.50963592529297,67.32450866699219,445.29034423828125,277.79388427734375,215.4015350341797,79.96123504638672,118.13600158691406,73.33270263671875,20.295801162719727,195.343994140625,45.279998779296875,83.68489837646484,64.3933334350586,21.81999969482422,135.3699951171875,131.31243896484375,472.6865539550781,3.8949999809265137,292.42999267578125,79.38465881347656,161.05801391601562,458.17999267578125,138.5155487060547,124.42023468017578,89.36000061035156,168.33299255371094,494.010009765625,210.7134246826172,235.72000122070312,51.735923767089844,562.27001953125
